t,x,y,z,
1,1.4,179.99,-0.01,0.01
2,1.71,179.93,-0.07,0.07
3,1.71,179.86,-0.14,0.14
4,2.08,179.78,-0.22,0.22
5,2.5,179.71,-0.29,0.29
6,2.69,179.63,-0.37,0.37
7,3.11,179.55,-0.45,0.45
8,3.36,179.46,-0.54,0.54
9,3.23,179.38,-0.62,0.62
10,3.23,179.28,-0.72,0.72
11,3.17,179.2,-0.8,0.8
12,2.93,179.11,-0.89,0.89
13,3.11,179,-1,1
14,3.17,178.88,-1.12,1.12
15,3.23,178.77,-1.23,1.23
16,3.05,178.66,-1.34,1.34
17,3.54,178.54,-1.46,1.46
18,3.66,178.42,-1.58,1.58
19,4.46,178.3,-1.7,1.7
20,4.39,178.18,-1.82,1.82
21,4.76,178.06,-1.94,1.94
22,5,177.94,-2.06,2.06
23,4.94,177.82,-2.18,2.18
24,5.31,177.7,-2.3,2.3
25,5.31,177.58,-2.42,2.42
26,5.43,177.46,-2.54,2.54
27,5.55,177.34,-2.66,2.66
28,5.19,177.22,-2.78,2.78
29,4.52,177.1,-2.9,2.9
30,4.39,176.99,-3.01,3.01
31,3.78,176.88,-3.12,3.12
32,3.6,176.76,-3.24,3.24
33,3.11,176.63,-3.37,3.37
34,2.62,176.51,-3.49,3.49
35,2.56,176.39,-3.61,3.61
36,2.38,176.27,-3.73,3.73
37,1.77,176.14,-3.86,3.86
38,1.1,176.03,-3.97,3.97
39,0.43,175.92,-4.08,4.08
40,-0.06,175.81,-4.19,4.19
41,-0.49,175.71,-4.29,4.29
42,-0.67,175.6,-4.4,4.4
43,-0.55,175.51,-4.49,4.49
44,0,175.41,-4.59,4.59
45,0.49,175.32,-4.68,4.68
46,1.16,175.23,-4.77,4.77
47,1.89,175.13,-4.87,4.87
48,2.87,175.04,-4.96,4.96
49,3.54,174.95,-5.05,5.05
50,4.15,174.85,-5.15,5.15
51,4.33,174.75,-5.25,5.25
52,4.58,174.65,-5.35,5.35
53,4.76,174.55,-5.45,5.45
54,4.94,174.44,-5.56,5.56
55,4.88,174.32,-5.68,5.68
56,4.76,174.21,-5.79,5.79
57,4.88,174.09,-5.91,5.91
58,4.58,173.97,-6.03,6.03
59,4.64,173.86,-6.14,6.14
60,4.21,173.74,-6.26,6.26
61,4.03,173.63,-6.37,6.37
62,3.91,173.52,-6.48,6.48
63,3.48,173.4,-6.6,6.6
64,2.87,173.29,-6.71,6.71
65,2.5,173.17,-6.83,6.83
66,2.32,173.06,-6.94,6.94
67,2.08,172.95,-7.05,7.05
68,2.44,172.84,-7.16,7.16
69,2.26,172.73,-7.27,7.27
70,2.44,172.63,-7.37,7.37
71,2.69,172.53,-7.47,7.47
72,2.5,172.43,-7.57,7.57
73,2.87,172.33,-7.67,7.67
74,2.81,172.24,-7.76,7.76
75,2.75,172.14,-7.86,7.86
76,2.69,172.04,-7.96,7.96
77,2.75,171.94,-8.06,8.06
78,2.99,171.84,-8.16,8.16
79,2.75,171.74,-8.26,8.26
80,3.11,171.64,-8.36,8.36
81,2.99,171.54,-8.46,8.46
82,2.99,171.45,-8.55,8.55
83,2.93,171.35,-8.65,8.65
84,2.69,171.26,-8.74,8.74
85,2.32,171.17,-8.83,8.83
86,2.08,171.08,-8.92,8.92
87,1.65,170.99,-9.01,9.01
88,1.28,170.9,-9.1,9.1
89,0.73,170.81,-9.19,9.19
90,0.18,170.71,-9.29,9.29
91,-1.04,170.62,-9.38,9.38
92,-1.77,170.53,-9.47,9.47
93,-2.56,170.44,-9.56,9.56
94,-3.78,170.35,-9.65,9.65
95,-4.27,170.27,-9.73,9.73
96,-5,170.18,-9.82,9.82
97,-5.55,170.09,-9.91,9.91
98,-5.86,169.98,-10.02,10.02
99,-6.1,169.88,-10.12,10.12
100,-6.59,169.78,-10.22,10.22
101,-6.47,169.67,-10.33,10.33
102,-6.47,169.57,-10.43,10.43
103,-6.41,169.46,-10.54,10.54
104,-6.47,169.35,-10.65,10.65
105,-6.35,169.25,-10.75,10.75
106,-6.53,169.14,-10.86,10.86
107,-6.47,169.03,-10.97,10.97
108,-6.71,168.93,-11.07,11.07
109,-7.51,168.82,-11.18,11.18
110,-7.87,168.7,-11.3,11.3
111,-8.3,168.61,-11.39,11.39
112,-8.67,168.5,-11.5,11.5
113,-9.03,168.4,-11.6,11.6
114,-9.28,168.3,-11.7,11.7
115,-9.22,168.18,-11.82,11.82
116,-9.4,168.06,-11.94,11.94
117,-9.03,167.95,-12.05,12.05
118,-8.79,167.83,-12.17,12.17
119,-8.79,167.7,-12.3,12.3
120,-8.54,167.59,-12.41,12.41
121,-8.97,167.47,-12.53,12.53
122,-9.09,167.37,-12.63,12.63
123,-9.52,167.27,-12.73,12.73
124,-9.89,167.17,-12.83,12.83
125,-10.19,167.08,-12.92,12.92
126,-10.38,166.99,-13.01,13.01
127,-10.19,166.91,-13.09,13.09
128,-10.25,166.83,-13.17,13.17
129,-10.5,166.73,-13.27,13.27
130,-10.07,166.64,-13.36,13.36
131,-9.77,166.56,-13.44,13.44
132,-9.58,166.47,-13.53,13.53
133,-9.16,166.4,-13.6,13.6
134,-9.03,166.32,-13.68,13.68
135,-8.91,166.24,-13.76,13.76
136,-9.34,166.18,-13.82,13.82
137,-9.16,166.11,-13.89,13.89
138,-9.58,166.05,-13.95,13.95
139,-9.34,165.98,-14.02,14.02
140,-9.16,165.92,-14.08,14.08
141,-8.79,165.86,-14.14,14.14
142,-7.87,165.79,-14.21,14.21
143,-6.84,165.72,-14.28,14.28
144,-6.35,165.65,-14.35,14.35
145,-5.86,165.58,-14.42,14.42
146,-5.55,165.5,-14.5,14.5
147,-5.68,165.42,-14.58,14.58
148,-6.41,165.34,-14.66,14.66
149,-6.35,165.28,-14.72,14.72
150,-6.41,165.21,-14.79,14.79
151,-6.9,165.12,-14.88,14.88
152,-7.45,165.03,-14.97,14.97
153,-7.51,164.93,-15.07,15.07
154,-7.2,164.83,-15.17,15.17
155,-6.77,164.73,-15.27,15.27
156,-6.77,164.61,-15.39,15.39
157,-6.47,164.5,-15.5,15.5
158,-6.41,164.37,-15.63,15.63
159,-5.62,164.24,-15.76,15.76
160,-5.49,164.12,-15.88,15.88
161,-5.31,163.98,-16.02,16.02
162,-4.82,163.85,-16.15,16.15
163,-4.15,163.71,-16.29,16.29
164,-3.66,163.58,-16.42,16.42
165,-2.87,163.44,-16.56,16.56
166,-2.2,163.3,-16.7,16.7
167,-1.65,163.16,-16.84,16.84
168,-1.04,163.01,-16.99,16.99
169,-0.37,162.88,-17.12,17.12
170,0,162.74,-17.26,17.26
171,0.18,162.6,-17.4,17.4
172,0.67,162.48,-17.52,17.52
173,1.1,162.35,-17.65,17.65
174,1.46,162.23,-17.77,17.77
175,2.14,162.12,-17.88,17.88
176,2.69,162.01,-17.99,17.99
177,3.23,161.9,-18.1,18.1
178,4.03,161.81,-18.19,18.19
179,4.64,161.72,-18.28,18.28
180,4.88,161.63,-18.37,18.37
181,5.07,161.56,-18.44,18.44
182,5.31,161.49,-18.51,18.51
183,5.43,161.43,-18.57,18.57
184,5,161.4,-18.6,18.6
185,4.94,161.33,-18.67,18.67
186,5.49,161.3,-18.7,18.7
187,5.68,161.26,-18.74,18.74
188,6.35,161.22,-18.78,18.78
189,6.77,161.19,-18.81,18.81
190,7.14,161.16,-18.84,18.84
191,7.93,161.13,-18.87,18.87
192,8.18,161.11,-18.89,18.89
193,8.85,161.09,-18.91,18.91
194,9.09,161.08,-18.92,18.92
195,9.46,161.07,-18.93,18.93
196,9.7,161.06,-18.94,18.94
197,9.77,161.05,-18.95,18.95
198,9.7,161.05,-18.95,18.95
199,10.25,161.04,-18.96,18.96
200,10.62,161.05,-18.95,18.95
201,10.93,161.06,-18.94,18.94
202,10.99,161.07,-18.93,18.93
203,11.29,161.08,-18.92,18.92
204,11.9,161.09,-18.91,18.91
205,12.33,161.11,-18.89,18.89
206,13.18,161.13,-18.87,18.87
207,13.73,161.16,-18.84,18.84
208,14.65,161.18,-18.82,18.82
209,15.01,161.21,-18.79,18.79
210,15.75,161.24,-18.76,18.76
211,16.36,161.27,-18.73,18.73
212,16.54,161.31,-18.69,18.69
213,16.91,161.35,-18.65,18.65
214,17.21,161.38,-18.62,18.62
215,17.52,161.42,-18.58,18.58
216,17.52,161.46,-18.54,18.54
217,17.64,161.51,-18.49,18.49
218,17.7,161.56,-18.44,18.44
219,18.13,161.6,-18.4,18.4
220,18.37,161.65,-18.35,18.35
221,18.8,161.7,-18.3,18.3
222,19.1,161.76,-18.24,18.24
223,20.14,161.81,-18.19,18.19
224,20.45,161.87,-18.13,18.13
225,21.42,161.93,-18.07,18.07
226,22.09,162,-18,18
227,22.89,162.06,-17.94,17.94
228,23.44,162.13,-17.87,17.87
229,24.17,162.2,-17.8,17.8
230,24.66,162.27,-17.73,17.73
231,25.27,162.35,-17.65,17.65
232,25.7,162.42,-17.58,17.58
233,25.82,162.5,-17.5,17.5
234,26.25,162.58,-17.42,17.42
235,26.49,162.66,-17.34,17.34
236,26.61,162.75,-17.25,17.25
237,26.37,162.83,-17.17,17.17
238,26.31,162.92,-17.08,17.08
239,26.43,163.01,-16.99,16.99
240,26.43,163.11,-16.89,16.89
241,26.67,163.22,-16.78,16.78
242,26.61,163.34,-16.66,16.66
243,26.67,163.45,-16.55,16.55
244,26.49,163.57,-16.43,16.43
245,26.79,163.69,-16.31,16.31
246,27.04,163.81,-16.19,16.19
247,27.28,163.94,-16.06,16.06
248,27.22,164.07,-15.93,15.93
249,26.98,164.2,-15.8,15.8
250,27.47,164.34,-15.66,15.66
251,27.53,164.48,-15.52,15.52
252,27.77,164.63,-15.37,15.37
253,27.77,164.79,-15.21,15.21
254,26.55,164.92,-15.08,15.08
255,26.43,165.08,-14.92,14.92
256,26.37,165.24,-14.76,14.76
257,26.49,165.4,-14.6,14.6
258,25.39,165.55,-14.45,14.45
259,25.39,165.72,-14.28,14.28
260,24.84,165.86,-14.14,14.14
261,25.33,166.05,-13.95,13.95
262,25.27,166.21,-13.79,13.79
263,26.25,166.37,-13.63,13.63
264,26.55,166.54,-13.46,13.46
265,27.4,166.72,-13.28,13.28
266,27.95,166.9,-13.1,13.1
267,28.5,167.07,-12.93,12.93
268,28.81,167.25,-12.75,12.75
269,28.38,167.41,-12.59,12.59
270,28.75,167.59,-12.41,12.41
271,28.32,167.76,-12.24,12.24
272,27.89,167.93,-12.07,12.07
273,27.22,168.1,-11.9,11.9
274,26.98,168.27,-11.73,11.73
275,26.31,168.44,-11.56,11.56
276,25.57,168.6,-11.4,11.4
277,24.78,168.77,-11.23,11.23
278,24.9,168.93,-11.07,11.07
279,24.48,169.1,-10.9,10.9
280,23.99,169.24,-10.76,10.76
281,23.74,169.38,-10.62,10.62
282,23.68,169.54,-10.46,10.46
283,23.8,169.68,-10.32,10.32
284,23.56,169.82,-10.18,10.18
285,23.5,169.96,-10.04,10.04
286,23.19,170.09,-9.91,9.91
287,23.13,170.22,-9.78,9.78
288,22.89,170.33,-9.67,9.67
289,22.58,170.43,-9.57,9.57
290,22.34,170.53,-9.47,9.47
291,22.03,170.62,-9.38,9.38
292,21.67,170.7,-9.3,9.3
293,21.18,170.78,-9.22,9.22
294,20.75,170.85,-9.15,9.15
295,20.57,170.92,-9.08,9.08
296,20.51,170.97,-9.03,9.03
297,20.45,171.02,-8.98,8.98
298,20.75,171.06,-8.94,8.94
299,21.18,171.09,-8.91,8.91
300,21.48,171.12,-8.88,8.88
301,21.67,171.14,-8.86,8.86
302,21.85,171.15,-8.85,8.85
303,21.67,171.14,-8.86,8.86
304,21.61,171.14,-8.86,8.86
305,21.61,171.13,-8.87,8.87
306,21.24,171.12,-8.88,8.88
307,21.18,171.09,-8.91,8.91
308,20.75,171.07,-8.93,8.93
309,20.2,171.04,-8.96,8.96
310,20.02,171.01,-8.99,8.99
311,19.35,170.97,-9.03,9.03
312,19.17,170.93,-9.07,9.07
313,18.86,170.89,-9.11,9.11
314,18.68,170.84,-9.16,9.16
315,18.62,170.8,-9.2,9.2
316,18.68,170.75,-9.25,9.25
317,18.55,170.7,-9.3,9.3
318,18.43,170.65,-9.35,9.35
319,18.43,170.6,-9.4,9.4
320,18.31,170.54,-9.46,9.46
321,18.62,170.49,-9.51,9.51
322,18.62,170.44,-9.56,9.56
323,18.8,170.39,-9.61,9.61
324,18.62,170.35,-9.65,9.65
325,18.31,170.3,-9.7,9.7
326,18.13,170.25,-9.75,9.75
327,17.76,170.19,-9.81,9.81
328,17.46,170.15,-9.85,9.85
329,16.85,170.1,-9.9,9.9
330,16.66,170.04,-9.96,9.96
331,16.48,169.99,-10.01,10.01
332,16.17,169.94,-10.06,10.06
333,16.36,169.89,-10.11,10.11
334,16.48,169.83,-10.17,10.17
335,16.6,169.78,-10.22,10.22
336,16.78,169.72,-10.28,10.28
337,16.72,169.66,-10.34,10.34
338,16.6,169.6,-10.4,10.4
339,16.72,169.54,-10.46,10.46
340,16.91,169.48,-10.52,10.52
341,16.48,169.42,-10.58,10.58
342,16.36,169.36,-10.64,10.64
343,16.24,169.3,-10.7,10.7
344,16.11,169.25,-10.75,10.75
345,16.3,169.19,-10.81,10.81
346,16.17,169.13,-10.87,10.87
347,16.3,169.07,-10.93,10.93
348,16.24,169,-11,11
349,16.6,168.93,-11.07,11.07
350,17.03,168.85,-11.15,11.15
351,16.85,168.76,-11.24,11.24
352,16.97,168.66,-11.34,11.34
353,16.72,168.56,-11.44,11.44
354,16.48,168.46,-11.54,11.54
355,16.05,168.35,-11.65,11.65
356,15.44,168.24,-11.76,11.76
357,15.08,168.13,-11.87,11.87
358,14.65,168.01,-11.99,11.99
359,14.22,167.89,-12.11,12.11
360,13.61,167.76,-12.24,12.24
361,13.49,167.63,-12.37,12.37
362,12.7,167.49,-12.51,12.51
363,12.39,167.35,-12.65,12.65
364,11.96,167.19,-12.81,12.81
365,11.72,167.03,-12.97,12.97
366,11.17,166.87,-13.13,13.13
367,10.99,166.69,-13.31,13.31
368,10.86,166.52,-13.48,13.48
369,10.31,166.33,-13.67,13.67
370,10.01,166.15,-13.85,13.85
371,9.52,165.96,-14.04,14.04
372,9.22,165.76,-14.24,14.24
373,8.42,165.56,-14.44,14.44
374,8.12,165.36,-14.64,14.64
375,7.51,165.15,-14.85,14.85
376,6.96,164.94,-15.06,15.06
377,6.53,164.74,-15.26,15.26
378,5.98,164.52,-15.48,15.48
379,5.8,164.3,-15.7,15.7
380,5.25,164.08,-15.92,15.92
381,4.88,163.86,-16.14,16.14
382,4.52,163.63,-16.37,16.37
383,4.03,163.39,-16.61,16.61
384,3.78,163.16,-16.84,16.84
385,3.23,162.91,-17.09,17.09
386,2.56,162.67,-17.33,17.33
387,2.08,162.42,-17.58,17.58
388,1.65,162.17,-17.83,17.83
389,1.34,161.91,-18.09,18.09
390,0.61,161.65,-18.35,18.35
391,0.37,161.39,-18.61,18.61
392,-0.31,161.13,-18.87,18.87
393,-0.67,160.87,-19.13,19.13
394,-1.1,160.6,-19.4,19.4
395,-1.34,160.33,-19.67,19.67
396,-1.59,160.04,-19.96,19.96
397,-1.46,159.75,-20.25,20.25
398,-1.34,159.46,-20.54,20.54
399,-1.59,159.15,-20.85,20.85
400,-1.83,158.85,-21.15,21.15
401,-2.32,158.55,-21.45,21.45
402,-2.93,158.25,-21.75,21.75
403,-4.21,157.94,-22.06,22.06
404,-5.13,157.64,-22.36,22.36
405,-6.04,157.34,-22.66,22.66
406,-7.02,157.03,-22.97,22.97
407,-8.06,156.72,-23.28,23.28
408,-9.28,156.4,-23.6,23.6
409,-10.01,156.09,-23.91,23.91
410,-11.05,155.78,-24.22,24.22
411,-11.84,155.47,-24.53,24.53
412,-12.45,155.15,-24.85,24.85
413,-13.18,154.84,-25.16,25.16
414,-14.04,154.52,-25.48,25.48
415,-14.89,154.22,-25.78,25.78
416,-15.56,153.91,-26.09,26.09
417,-16.72,153.61,-26.39,26.39
418,-17.46,153.31,-26.69,26.69
419,-18.49,153.01,-26.99,26.99
420,-19.65,152.71,-27.29,27.29
421,-20.57,152.42,-27.58,27.58
422,-21.42,152.14,-27.86,27.86
423,-21.97,151.85,-28.15,28.15
424,-22.58,151.58,-28.42,28.42
425,-23.25,151.31,-28.69,28.69
426,-23.8,151.05,-28.95,28.95
427,-24.17,150.79,-29.21,29.21
428,-24.6,150.54,-29.46,29.46
429,-24.66,150.3,-29.7,29.7
430,-25.15,150.07,-29.93,29.93
431,-25.21,149.84,-30.16,30.16
432,-25.63,149.63,-30.37,30.37
433,-26,149.42,-30.58,30.58
434,-26.49,149.21,-30.79,30.79
435,-26.92,149.01,-30.99,30.99
436,-26.92,148.82,-31.18,31.18
437,-27.65,148.63,-31.37,31.37
438,-28.08,148.45,-31.55,31.55
439,-28.75,148.28,-31.72,31.72
440,-29.54,148.11,-31.89,31.89
441,-29.97,147.95,-32.05,32.05
442,-30.64,147.8,-32.2,32.2
443,-31.37,147.65,-32.35,32.35
444,-31.98,147.5,-32.5,32.5
445,-32.41,147.37,-32.63,32.63
446,-33.26,147.23,-32.77,32.77
447,-33.87,147.11,-32.89,32.89
448,-34.79,146.99,-33.01,33.01
449,-35.52,146.88,-33.12,33.12
450,-36.25,146.78,-33.22,33.22
451,-37.05,146.69,-33.31,33.31
452,-37.23,146.6,-33.4,33.4
453,-37.84,146.52,-33.48,33.48
454,-38.27,146.46,-33.54,33.54
455,-38.76,146.41,-33.59,33.59
456,-39.06,146.37,-33.63,33.63
457,-39.25,146.33,-33.67,33.67
458,-40.41,146.29,-33.71,33.71
459,-41.02,146.28,-33.72,33.72
460,-41.69,146.28,-33.72,33.72
461,-42.3,146.29,-33.71,33.71
462,-42.72,146.31,-33.69,33.69
463,-43.52,146.34,-33.66,33.66
464,-44.37,146.39,-33.61,33.61
465,-44.74,146.45,-33.55,33.55
466,-45.1,146.54,-33.46,33.46
467,-44.62,146.66,-33.34,33.34
468,-44.56,146.71,-33.29,33.29
469,-44.62,146.93,-33.07,33.07
470,-43.88,147.02,-32.98,32.98
471,-43.33,147.17,-32.83,32.83
472,-42.85,147.33,-32.67,32.67
473,-42.6,147.48,-32.52,32.52
474,-42.66,147.7,-32.3,32.3
475,-42.72,147.84,-32.16,32.16
476,-41.93,148.09,-31.91,31.91
477,-41.5,148.22,-31.78,31.78
478,-41.32,148.43,-31.57,31.57
479,-40.95,148.68,-31.32,31.32
480,-39.79,148.91,-31.09,31.09
481,-38.88,149.25,-30.75,30.75
482,-37.48,149.49,-30.51,30.51
483,-36.32,149.85,-30.15,30.15
484,-35.64,150.17,-29.83,29.83
485,-34.55,150.52,-29.48,29.48
486,-33.14,150.9,-29.1,29.1
487,-32.04,151.28,-28.72,28.72
488,-30.58,151.69,-28.31,28.31
489,-29.85,152.09,-27.91,27.91
490,-28.87,152.52,-27.48,27.48
491,-27.77,152.95,-27.05,27.05
492,-26.06,153.41,-26.59,26.59
493,-24.29,153.87,-26.13,26.13
494,-23.07,154.35,-25.65,25.65
495,-21.36,154.85,-25.15,25.15
496,-19.41,155.36,-24.64,24.64
497,-17.82,155.88,-24.12,24.12
498,-16.11,156.41,-23.59,23.59
499,-14.65,156.95,-23.05,23.05
500,-13.24,157.5,-22.5,22.5
501,-12.33,158.07,-21.93,21.93
502,-11.05,158.63,-21.37,21.37
503,-10.07,159.2,-20.8,20.8
504,-9.22,159.78,-20.22,20.22
505,-8.12,160.38,-19.62,19.62
506,-6.96,160.98,-19.02,19.02
507,-5.92,161.59,-18.41,18.41
508,-5.25,162.22,-17.78,17.78
509,-4.46,162.85,-17.15,17.15
510,-3.66,163.5,-16.5,16.5
511,-2.75,164.14,-15.86,15.86
512,-2.2,164.8,-15.2,15.2
513,-0.98,165.47,-14.53,14.53
514,-0.31,166.15,-13.85,13.85
515,0.06,166.81,-13.19,13.19
516,0.79,167.48,-12.52,12.52
517,1.22,168.14,-11.86,11.86
518,2.01,168.81,-11.19,11.19
519,2.14,169.49,-10.51,10.51
520,2.99,170.17,-9.83,9.83
521,3.85,170.85,-9.15,9.15
522,4.27,171.52,-8.48,8.48
523,4.7,172.21,-7.79,7.79
524,5.86,172.91,-7.09,7.09
525,6.29,173.6,-6.4,6.4
526,7.02,174.28,-5.72,5.72
527,7.57,174.97,-5.03,5.03
528,8.3,175.65,-4.35,4.35
529,8.61,176.33,-3.67,3.67
530,9.16,177,-3,3
531,9.89,177.67,-2.33,2.33
532,10.13,178.33,-1.67,1.67
533,10.62,178.97,-1.03,1.03
534,11.41,179.61,-0.39,0.39
535,11.96,180.25,0.25,-0.25
536,12.82,180.85,0.85,-0.85
537,13.73,181.44,1.44,-1.44
538,15.08,182.06,2.06,-2.06
539,16.05,182.64,2.64,-2.64
540,17.09,183.17,3.17,-3.17
541,18.25,183.69,3.69,-3.69
542,19.53,184.2,4.2,-4.2
543,20.14,184.7,4.7,-4.7
544,21,185.21,5.21,-5.21
545,21.42,185.68,5.68,-5.68
546,22.34,186.15,6.15,-6.15
547,23.07,186.61,6.61,-6.61
548,23.62,187.08,7.08,-7.08
549,24.84,187.52,7.52,-7.52
550,25.7,187.98,7.98,-7.98
551,26.73,188.42,8.42,-8.42
552,27.83,188.86,8.86,-8.86
553,29.3,189.31,9.31,-9.31
554,30.21,189.74,9.74,-9.74
555,31.49,190.19,10.19,-10.19
556,32.84,190.63,10.63,-10.63
557,34,191.06,11.06,-11.06
558,35.34,191.44,11.44,-11.44
559,36.01,191.83,11.83,-11.83
560,37.11,192.27,12.27,-12.27
561,37.84,192.66,12.66,-12.66
